M,N,K,AlgorithmID,AverageTimeMs,ThroughputTOPS
576,13824,2560,0,0.114977,354.581
576,13824,2560,1,0.111383,366.021
576,13824,2560,2,0.12777,319.079
576,13824,2560,3,0.115778,352.128
576,13824,2560,4,0.115865,351.864
576,13824,2560,5,0.111042,367.146
576,13824,2560,6,0.0924074,441.184
576,13824,2560,7,0.117296,347.572
576,13824,2560,8,0.105296,387.181
576,13824,2560,9,0.113645,358.736
576,13824,2560,10,0.135639,300.568
576,13824,2560,11,0.128121,318.205
576,13824,2560,12,0.098168,415.295
576,13824,2560,13,0.11655,349.796
576,13824,2560,14,0.130596,312.173
576,13824,2560,15,0.136239,299.243
576,13824,2560,16,0.166179,245.329
576,13824,2560,17,0.183495,222.178
576,13824,2560,18,0.170902,238.55
576,13824,2560,19,0.235933,172.798
576,13824,2560,20,0.198195,205.7
576,13824,2560,21,0.249161,163.624
576,13824,2560,22,0.220119,185.212

576,2560,6912,0,0.0472067,431.809
576,2560,6912,1,0.0489008,416.85
576,2560,6912,2,0.0585059,348.415
576,2560,6912,3,0.0658845,309.395
576,2560,6912,4,0.0668477,304.937
576,2560,6912,5,0.0549549,370.928
576,2560,6912,6,0.0601603,338.833
576,2560,6912,7,0.076721,265.694
576,2560,6912,8,0.0461402,441.791
576,2560,6912,9,0.0785117,259.634
576,2560,6912,10,0.0640678,318.168
576,2560,6912,11,0.0777245,262.264
576,2560,6912,12,0.0438656,464.699
576,2560,6912,13,0.0589795,345.617
576,2560,6912,14,0.0652941,312.192
576,2560,6912,15,0.0726138,280.723
576,2560,6912,16,0.0810362,251.546
576,2560,6912,17,0.0970656,210.006
576,2560,6912,18,0.0823738,247.461
576,2560,6912,19,0.0998195,204.212
576,2560,6912,20,0.109362,186.393
576,2560,6912,21,0.110807,183.962
576,2560,6912,22,0.104769,194.564

640,2560,2560,0,0.0336598,249.217
640,2560,2560,1,0.0341696,245.499
640,2560,2560,2,0.0406339,206.443
640,2560,2560,3,0.0397792,210.879
640,2560,2560,4,0.0404102,207.586
640,2560,2560,5,0.0308477,271.936
640,2560,2560,6,0.0339654,246.975
640,2560,2560,7,0.0411453,203.878
640,2560,2560,8,0.0281914,297.559
640,2560,2560,9,0.0413485,202.876
640,2560,2560,10,0.036464,230.052
640,2560,2560,11,0.0405107,207.071
640,2560,2560,12,0.0274333,305.782
640,2560,2560,13,0.0337075,248.865
640,2560,2560,14,0.0356566,235.261
640,2560,2560,15,0.038833,216.018
640,2560,2560,16,0.0451328,185.865
640,2560,2560,17,0.0505043,166.097
640,2560,2560,18,0.0453261,185.072
640,2560,2560,19,0.0607341,138.12
640,2560,2560,20,0.0552547,151.817
640,2560,2560,21,0.0644342,130.189
640,2560,2560,22,0.0539094,155.606

640,3840,2560,0,0.0483862,260.051
640,3840,2560,1,0.0418032,301.004
640,3840,2560,2,0.0516752,243.5
640,3840,2560,3,0.042417,296.648
640,3840,2560,4,0.0431238,291.786
640,3840,2560,5,0.0458096,274.679
640,3840,2560,6,0.0353923,355.527
640,3840,2560,7,0.0423139,297.371
640,3840,2560,8,0.0408122,308.313
640,3840,2560,9,0.0460394,273.308
640,3840,2560,10,0.0488922,257.361
640,3840,2560,11,0.0490138,256.722
640,3840,2560,12,0.0429603,292.896
640,3840,2560,13,0.0443466,283.74
640,3840,2560,14,0.0478659,262.878
640,3840,2560,15,0.0519904,242.024
640,3840,2560,16,0.0596064,211.1
640,3840,2560,17,0.0673293,186.886
640,3840,2560,18,0.0601126,209.322
640,3840,2560,19,0.0811894,154.982
640,3840,2560,20,0.0740016,170.036
640,3840,2560,21,0.0868003,144.964
640,3840,2560,22,0.0737994,170.502

640,13824,2560,0,0.118496,382.278
640,13824,2560,1,0.118269,383.013
640,13824,2560,2,0.141751,319.564
640,13824,2560,3,0.122729,369.094
640,13824,2560,4,0.123347,367.246
640,13824,2560,5,0.114787,394.632
640,13824,2560,6,0.0939696,482.055
640,13824,2560,7,0.120266,376.654
640,13824,2560,8,0.109356,414.229
640,13824,2560,9,0.116359,389.3
640,13824,2560,10,0.13795,328.369
640,13824,2560,11,0.135276,334.858
640,13824,2560,12,0.0996522,454.566
640,13824,2560,13,0.123911,365.572
640,13824,2560,14,0.133501,339.311
640,13824,2560,15,0.147584,306.933
640,13824,2560,16,0.179957,251.719
640,13824,2560,17,0.199492,227.07
640,13824,2560,18,0.185876,243.702
640,13824,2560,19,0.25822,175.426
640,13824,2560,20,0.21556,210.143
640,13824,2560,21,0.272031,166.52
640,13824,2560,22,0.220357,205.569

640,2560,6912,0,0.0500886,452.183
640,2560,6912,1,0.0518678,436.672
640,2560,6912,2,0.0646355,350.415
640,2560,6912,3,0.0654016,346.31
640,2560,6912,4,0.0664998,340.591
640,2560,6912,5,0.0557744,406.087
640,2560,6912,6,0.0597616,378.993
640,2560,6912,7,0.0784013,288.889
640,2560,6912,8,0.0471914,479.945
640,2560,6912,9,0.0776128,291.824
640,2560,6912,10,0.0647216,349.949
640,2560,6912,11,0.0779366,290.611
640,2560,6912,12,0.0451261,501.91
640,2560,6912,13,0.0575078,393.846
640,2560,6912,14,0.0659561,343.399
640,2560,6912,15,0.0738963,306.5
640,2560,6912,16,0.0820915,275.902
640,2560,6912,17,0.0991143,228.516
640,2560,6912,18,0.0849882,266.499
640,2560,6912,19,0.108742,208.285
640,2560,6912,20,0.113506,199.542
640,2560,6912,21,0.119793,189.069
640,2560,6912,22,0.106111,213.448

704,2560,2560,0,0.0430643,214.272
704,2560,2560,1,0.0373334,247.164
704,2560,2560,2,0.043063,214.278
704,2560,2560,3,0.0392346,235.187
704,2560,2560,4,0.0391578,235.649
704,2560,2560,5,0.0393328,234.6
704,2560,2560,6,0.032881,280.633
704,2560,2560,7,0.0390211,236.474
704,2560,2560,8,0.0375501,245.738
704,2560,2560,9,0.0410298,224.897
704,2560,2560,10,0.0437718,210.808
704,2560,2560,11,0.0400211,230.565
704,2560,2560,12,0.039192,235.443
704,2560,2560,13,0.0378272,243.937
704,2560,2560,14,0.0409427,225.375
704,2560,2560,15,0.0448154,205.9
704,2560,2560,16,0.0488435,188.919
704,2560,2560,17,0.052953,174.258
704,2560,2560,18,0.0472707,195.205
704,2560,2560,19,0.0622819,148.157
704,2560,2560,20,0.0581786,158.606
704,2560,2560,21,0.0677184,136.262
704,2560,2560,22,0.0604678,152.601

704,3840,2560,0,0.0497101,278.438
704,3840,2560,1,0.0445792,310.486
704,3840,2560,2,0.0548429,252.379
704,3840,2560,3,0.0448954,308.299
704,3840,2560,4,0.0454278,304.686
704,3840,2560,5,0.0467059,296.348
704,3840,2560,6,0.0356947,387.766
704,3840,2560,7,0.0430682,321.379
704,3840,2560,8,0.0394835,350.556
704,3840,2560,9,0.0452675,305.764
704,3840,2560,10,0.0536627,257.93
704,3840,2560,11,0.0521206,265.561
704,3840,2560,12,0.0408093,339.168
704,3840,2560,13,0.0475718,290.954
704,3840,2560,14,0.0511946,270.365
704,3840,2560,15,0.0575597,240.467
704,3840,2560,16,0.0645485,214.431
704,3840,2560,17,0.0696826,198.632
704,3840,2560,18,0.0621475,222.715
704,3840,2560,19,0.0855248,161.838
704,3840,2560,20,0.0780848,177.259
704,3840,2560,21,0.0924886,149.653
704,3840,2560,22,0.0818458,169.113

704,13824,2560,0,0.132159,377.032
704,13824,2560,1,0.129012,386.232
704,13824,2560,2,0.148072,336.514
704,13824,2560,3,0.127525,390.733
704,13824,2560,4,0.127659,390.323
704,13824,2560,5,0.125821,396.026
704,13824,2560,6,0.0877987,567.529
704,13824,2560,7,0.115998,429.561
